date,departure_time,weekday,month,origin,destination,travel_time_mins,delay_mins,congestion_level,is_raining,recommended_departure
2021-03-21,04:15,6,3,Vasai,Virar,12,3,Low,No,04:15
2022-09-25,00:00,6,9,Dadar,Nariman Point,26,0,Low,Yes,00:00
2022-04-23,02:15,5,4,Dadar,Nariman Point,23,2,Low,No,02:15
2022-07-15,04:45,4,7,Andheri,BKC,29,7,Low,Yes,04:45
2020-10-15,08:15,3,10,Borivali,Churchgate,61,42,Very High,No,07:15
2021-10-20,14:15,2,10,Borivali,Churchgate,29,16,Medium,No,14:15
2021-06-06,01:30,6,6,Borivali,Churchgate,16,3,Low,No,01:30
2020-08-17,08:15,0,8,Borivali,Churchgate,66,31,High,No,07:15
2020-10-21,02:15,2,10,Vasai,Virar,15,4,Low,No,02:15
2021-03-18,15:00,3,3,Thane,Kurla,27,17,Medium,No,15:00
2022-07-24,08:45,6,7,Andheri,BKC,62,37,Low,Yes,08:45
2020-04-06,18:15,0,4,Malad,Lower Parel,71,41,Very High,No,17:15
2022-09-14,21:00,2,9,Borivali,Churchgate,65,10,Low,Yes,21:00
2021-01-21,11:00,3,1,Borivali,Churchgate,49,13,Low,No,11:00
2020-02-20,00:30,3,2,Vasai,Virar,23,2,Low,No,00:30
2022-02-02,12:30,2,2,Thane,Kurla,36,12,Medium,No,12:30
2020-12-07,17:30,0,12,Thane,Kurla,78,41,High,No,16:30
2020-03-11,09:45,2,3,Powai,Andheri,66,39,Very High,No,08:45
2021-06-02,21:45,2,6,Vasai,Virar,65,30,Medium,Yes,21:45
2021-09-10,03:45,4,9,Borivali,Churchgate,29,4,Low,No,03:45
2021-01-22,01:45,4,1,Navi Mumbai,CST,23,1,Low,No,01:45
2020-09-17,05:00,3,9,Thane,Kurla,44,8,Medium,No,05:00
2022-07-13,19:30,2,7,Kandivali,Goregaon,81,44,High,No,18:30
2020-07-24,01:45,4,7,Kandivali,Goregaon,33,1,Low,Yes,01:45
2021-06-17,10:00,3,6,Vasai,Virar,64,20,High,No,09:00
2021-02-25,16:30,3,2,Kandivali,Goregaon,43,20,Medium,No,16:30
2020-02-07,10:45,4,2,Thane,Kurla,49,44,Very High,No,09:45
2022-03-23,06:15,2,3,Vasai,Virar,31,18,Medium,No,06:15
2021-10-03,02:30,6,10,Malad,Lower Parel,17,0,Low,No,02:30
2021-03-17,18:45,2,3,Navi Mumbai,CST,73,48,Very High,No,17:45
2020-02-27,03:00,3,2,Navi Mumbai,CST,26,3,Low,No,03:00
2020-07-27,09:00,0,7,Malad,Lower Parel,65,39,Very High,Yes,08:00
2020-01-28,01:15,1,1,Borivali,Churchgate,17,4,Low,No,01:15
2020-09-13,14:15,6,9,Dadar,Nariman Point,26,15,Low,Yes,14:15
2020-01-14,22:00,1,1,Andheri,BKC,42,8,Medium,No,22:00
2020-04-13,08:45,0,4,Vasai,Virar,87,29,Very High,No,07:45
2020-03-01,19:15,6,3,Dadar,Nariman Point,47,28,High,No,18:15
2020-11-04,20:00,2,11,Malad,Lower Parel,63,26,Very High,No,19:00
2022-06-04,15:45,5,6,Borivali,Churchgate,20,12,Medium,No,15:45
2021-04-05,01:45,0,4,Dadar,Nariman Point,20,1,Low,No,01:45
2020-09-27,07:15,6,9,Dadar,Nariman Point,29,10,Medium,Yes,07:15
2020-09-14,10:45,0,9,Navi Mumbai,CST,101,45,High,Yes,09:45
2020-03-08,00:30,6,3,Dadar,Nariman Point,18,3,Low,No,00:30
2020-10-29,13:45,3,10,Vasai,Virar,20,15,Medium,No,13:45
2021-06-10,05:00,3,6,Malad,Lower Parel,39,16,Low,No,05:00
2022-01-29,05:15,5,1,Borivali,Churchgate,36,11,Medium,No,05:15
2020-01-07,11:30,1,1,Bandra,Worli,24,7,Medium,No,11:30
2020-11-12,12:30,3,11,Kandivali,Goregaon,22,8,Medium,No,12:30
2021-12-06,14:30,0,12,Andheri,BKC,31,8,Medium,No,14:30
2021-10-23,16:15,5,10,Borivali,Churchgate,26,10,Medium,No,16:15
2020-01-11,21:00,5,1,Dadar,Nariman Point,34,5,Medium,No,21:00
2022-02-17,18:45,3,2,Powai,Andheri,85,37,Very High,No,17:45
2021-05-18,19:00,1,5,Andheri,BKC,62,27,High,No,18:00
2022-01-04,23:30,1,1,Kandivali,Goregaon,26,9,Medium,Yes,23:30
2021-07-24,04:45,5,7,Thane,Kurla,24,1,Low,Yes,04:45
2021-09-19,03:00,6,9,Andheri,BKC,31,1,Low,Yes,03:00
2020-05-05,22:45,1,5,Navi Mumbai,CST,26,6,Medium,No,22:45
2020-02-11,22:45,1,2,Kandivali,Goregaon,28,9,Low,No,22:45
2021-01-04,07:30,0,1,Thane,Kurla,28,14,Medium,No,07:30
2022-01-15,19:00,5,1,Navi Mumbai,CST,51,18,High,No,18:00
2020-02-17,09:00,0,2,Borivali,Churchgate,49,42,Very High,No,08:00
2021-12-11,13:30,5,12,Thane,Kurla,16,4,Medium,No,13:30
2022-01-23,02:45,6,1,Borivali,Churchgate,16,2,Low,No,02:45
2021-06-09,17:15,2,6,Thane,Kurla,94,29,High,No,16:15
2022-06-14,18:15,1,6,Malad,Lower Parel,128,75,Very High,Yes,17:15
2020-05-05,21:15,1,5,Borivali,Churchgate,35,19,Low,No,21:15
2021-04-24,03:15,5,4,Thane,Kurla,19,3,Low,No,03:15
2022-02-28,20:00,0,2,Thane,Kurla,62,48,Very High,No,19:00
2022-05-01,11:15,6,5,Dadar,Nariman Point,28,6,Medium,No,11:15
2020-12-26,10:15,5,12,Kandivali,Goregaon,52,16,Low,No,10:15
2020-04-30,19:00,3,4,Vasai,Virar,96,25,High,No,18:00
2022-08-02,00:30,1,8,Vasai,Virar,24,7,Low,Yes,00:30
2022-07-06,20:30,2,7,Navi Mumbai,CST,113,48,High,Yes,19:30
2020-10-30,23:30,4,10,Thane,Kurla,36,16,Medium,No,23:30
2022-08-07,18:00,6,8,Navi Mumbai,CST,59,27,High,No,17:00
2021-07-19,18:00,0,7,Thane,Kurla,96,32,Very High,No,17:00
2020-06-27,06:30,5,6,Vasai,Virar,32,6,Medium,No,06:30
2022-02-02,05:45,2,2,Borivali,Churchgate,37,5,Low,No,05:45
2022-06-26,09:00,6,6,Borivali,Churchgate,70,33,Low,Yes,09:00
2020-07-30,19:45,3,7,Dadar,Nariman Point,113,55,High,Yes,18:45
2021-08-10,02:15,1,8,Thane,Kurla,16,3,Low,No,02:15
2020-09-16,04:45,2,9,Bandra,Worli,30,2,Low,No,04:45
2022-06-06,20:00,0,6,Borivali,Churchgate,52,46,Very High,No,19:00
2022-09-21,13:45,2,9,Bandra,Worli,23,12,Medium,No,13:45
2020-04-26,11:00,6,4,Malad,Lower Parel,40,4,Medium,No,11:00
2020-02-26,22:00,2,2,Navi Mumbai,CST,36,19,Low,No,22:00
2021-07-11,22:45,6,7,Malad,Lower Parel,40,10,Low,No,22:45
2021-04-03,14:45,5,4,Borivali,Churchgate,16,12,Low,No,14:45
2022-05-23,10:45,0,5,Powai,Andheri,54,39,High,No,09:45
2020-07-16,01:00,3,7,Kandivali,Goregaon,24,2,Low,No,01:00
2022-03-04,19:00,4,3,Thane,Kurla,65,41,Very High,No,18:00
2021-04-11,11:00,6,4,Kandivali,Goregaon,24,10,Medium,No,11:00
2022-05-11,05:45,2,5,Bandra,Worli,33,15,Low,No,05:45
2022-05-16,22:00,0,5,Kandivali,Goregaon,31,16,Low,No,22:00
2021-12-26,00:45,6,12,Kandivali,Goregaon,12,3,Low,No,00:45
2021-03-03,23:30,2,3,Malad,Lower Parel,25,13,Low,No,23:30
2021-10-01,12:15,4,10,Kandivali,Goregaon,39,15,Low,No,12:15
2021-10-20,04:45,2,10,Andheri,BKC,21,4,Low,No,04:45
2020-06-04,19:15,3,6,Malad,Lower Parel,75,50,High,No,18:15
2020-07-24,11:45,4,7,Bandra,Worli,50,24,Medium,Yes,11:45
2020-01-15,07:45,2,1,Malad,Lower Parel,45,9,Medium,Yes,07:45
2021-12-14,15:15,1,12,Borivali,Churchgate,45,6,Medium,No,15:15
2021-09-01,10:30,2,9,Thane,Kurla,84,63,High,Yes,09:30
2022-09-11,10:45,6,9,Borivali,Churchgate,64,21,High,No,09:45
2020-01-24,05:30,4,1,Bandra,Worli,40,11,Low,No,05:30
2020-05-19,07:30,1,5,Kandivali,Goregaon,27,11,Medium,No,07:30
2022-03-07,03:15,0,3,Navi Mumbai,CST,25,2,Low,No,03:15
2022-04-01,11:00,4,4,Kandivali,Goregaon,42,5,Medium,No,11:00
2021-06-16,06:15,2,6,Kandivali,Goregaon,28,16,Medium,Yes,06:15
2022-06-27,11:30,0,6,Dadar,Nariman Point,37,22,Medium,Yes,11:30
2022-02-18,09:30,4,2,Andheri,BKC,52,41,Very High,No,08:30
2020-03-07,08:30,5,3,Andheri,BKC,36,12,Low,No,08:30
2020-02-21,21:15,4,2,Borivali,Churchgate,45,7,Medium,No,21:15
2022-01-05,18:00,2,1,Andheri,BKC,59,42,High,No,17:00
2021-11-14,04:30,6,11,Navi Mumbai,CST,12,2,Low,No,04:30
2020-05-19,10:30,1,5,Kandivali,Goregaon,59,24,High,No,09:30
2020-10-15,09:30,3,10,Kandivali,Goregaon,69,32,High,No,08:30
2020-05-16,03:00,5,5,Bandra,Worli,16,0,Low,No,03:00
2020-03-12,17:00,3,3,Thane,Kurla,60,37,High,No,16:00
2021-03-08,19:45,0,3,Dadar,Nariman Point,74,34,Very High,No,18:45
2022-04-28,18:15,3,4,Navi Mumbai,CST,87,47,High,No,17:15
2022-01-31,10:15,0,1,Bandra,Worli,73,31,High,No,09:15
2021-07-05,06:45,0,7,Thane,Kurla,47,15,Medium,No,06:45
2022-02-11,17:45,4,2,Borivali,Churchgate,89,31,Very High,No,16:45
2022-05-14,03:15,5,5,Powai,Andheri,14,2,Low,No,03:15
2020-04-12,06:15,6,4,Vasai,Virar,40,7,Medium,No,06:15
2022-02-09,16:30,2,2,Malad,Lower Parel,48,10,Low,No,16:30
2020-11-16,22:15,0,11,Andheri,BKC,34,6,Medium,No,22:15
2021-08-30,04:45,0,8,Thane,Kurla,26,4,Low,Yes,04:45
2022-04-19,20:30,1,4,Navi Mumbai,CST,87,38,Very High,No,19:30
2020-07-06,00:15,0,7,Andheri,BKC,32,1,Low,Yes,00:15
2021-04-09,22:00,4,4,Vasai,Virar,25,8,Medium,No,22:00
2020-12-07,16:45,0,12,Borivali,Churchgate,21,16,Low,No,16:45
2021-10-21,09:15,3,10,Dadar,Nariman Point,60,34,Very High,No,08:15
2022-08-07,00:00,6,8,Malad,Lower Parel,20,3,Low,No,00:00
2022-01-06,05:15,3,1,Navi Mumbai,CST,45,6,Medium,No,05:15
2021-01-26,19:15,1,1,Navi Mumbai,CST,82,31,High,No,18:15
2022-04-27,23:30,2,4,Thane,Kurla,21,14,Medium,No,23:30
2022-02-10,00:00,3,2,Dadar,Nariman Point,15,3,Low,No,00:00
2020-06-16,17:30,1,6,Navi Mumbai,CST,94,36,High,No,16:30
2022-02-24,15:45,3,2,Kandivali,Goregaon,42,11,Low,No,15:45
2020-10-22,22:45,3,10,Bandra,Worli,21,6,Medium,No,22:45
2020-09-23,15:15,2,9,Andheri,BKC,46,15,Medium,No,15:15
2021-12-26,22:45,6,12,Dadar,Nariman Point,18,8,Low,No,22:45
2021-01-15,04:15,4,1,Navi Mumbai,CST,21,3,Low,No,04:15
2021-01-05,23:15,1,1,Kandivali,Goregaon,30,12,Low,No,23:15
2020-11-21,09:30,5,11,Malad,Lower Parel,66,19,Low,No,09:30
2021-07-26,02:45,0,7,Navi Mumbai,CST,36,0,Low,Yes,02:45
2021-08-19,22:00,3,8,Vasai,Virar,29,5,Medium,No,22:00
2021-08-03,07:00,1,8,Borivali,Churchgate,65,7,Medium,Yes,07:00
2020-10-07,03:15,2,10,Thane,Kurla,15,3,Low,No,03:15
2021-08-17,21:00,1,8,Borivali,Churchgate,27,22,Medium,Yes,21:00
2022-08-30,18:30,1,8,Navi Mumbai,CST,66,29,Very High,No,17:30
2021-08-07,15:15,5,8,Malad,Lower Parel,33,15,Medium,Yes,15:15
2020-05-18,14:15,0,5,Andheri,BKC,30,11,Low,No,14:15
2022-03-13,13:00,6,3,Vasai,Virar,24,6,Medium,No,13:00
2020-11-14,08:00,5,11,Dadar,Nariman Point,51,27,Low,No,08:00
2022-01-20,10:45,3,1,Malad,Lower Parel,71,29,High,No,09:45
2020-06-17,06:30,2,6,Powai,Andheri,29,5,Medium,No,06:30
2021-09-19,08:00,6,9,Vasai,Virar,66,25,Low,No,08:00
2021-04-24,11:00,5,4,Dadar,Nariman Point,36,12,Medium,No,11:00
2020-03-12,20:00,3,3,Malad,Lower Parel,97,31,High,No,19:00
2022-02-10,05:45,3,2,Kandivali,Goregaon,41,9,Medium,No,05:45
2021-11-07,15:45,6,11,Bandra,Worli,36,3,Medium,No,15:45
2021-08-13,11:15,4,8,Dadar,Nariman Point,26,12,Medium,Yes,11:15
2021-11-20,19:45,5,11,Thane,Kurla,76,19,High,No,18:45
2021-04-11,00:30,6,4,Andheri,BKC,13,0,Low,No,00:30
2021-01-19,02:00,1,1,Dadar,Nariman Point,17,4,Low,No,02:00
2020-07-31,22:15,4,7,Kandivali,Goregaon,34,15,Medium,No,22:15
2022-08-17,03:15,2,8,Kandivali,Goregaon,27,5,Low,No,03:15
2022-07-22,00:15,4,7,Thane,Kurla,27,5,Low,No,00:15
2021-11-23,02:00,1,11,Thane,Kurla,25,1,Low,No,02:00
2020-03-08,17:30,6,3,Thane,Kurla,67,45,High,Yes,16:30
2020-11-10,10:00,1,11,Malad,Lower Parel,59,30,Very High,No,09:00
2021-07-15,22:45,3,7,Malad,Lower Parel,45,14,Low,No,22:45
2021-04-02,10:00,4,4,Thane,Kurla,69,22,High,No,09:00
2020-03-17,19:30,1,3,Vasai,Virar,78,50,High,No,18:30
2021-12-25,16:00,5,12,Thane,Kurla,19,7,Low,No,16:00
2020-04-26,15:45,6,4,Kandivali,Goregaon,36,12,Medium,No,15:45
2022-05-02,00:15,0,5,Dadar,Nariman Point,27,2,Low,No,00:15
2021-08-11,20:15,2,8,Malad,Lower Parel,72,42,High,No,19:15
2020-07-13,02:15,0,7,Vasai,Virar,26,4,Low,No,02:15
2022-07-17,07:45,6,7,Powai,Andheri,36,7,Medium,No,07:45
2022-04-22,01:30,4,4,Kandivali,Goregaon,21,0,Low,No,01:30
2020-10-30,15:30,4,10,Bandra,Worli,23,12,Medium,No,15:30
2021-02-03,13:00,2,2,Dadar,Nariman Point,32,7,Medium,No,13:00
2020-08-19,01:00,2,8,Bandra,Worli,25,5,Low,No,01:00
2020-01-11,08:45,5,1,Navi Mumbai,CST,53,27,High,No,07:45
2021-02-10,23:45,2,2,Borivali,Churchgate,36,11,Low,No,23:45
2020-04-03,11:15,4,4,Vasai,Virar,24,20,Medium,No,11:15
2021-11-15,19:00,0,11,Vasai,Virar,76,50,High,No,18:00
2021-02-21,10:15,6,2,Vasai,Virar,66,25,Low,No,10:15
2021-08-19,09:00,3,8,Dadar,Nariman Point,74,49,Very High,Yes,08:00
2021-06-26,17:30,5,6,Powai,Andheri,53,24,Low,Yes,17:30
2021-12-17,19:30,4,12,Navi Mumbai,CST,65,41,High,No,18:30
2021-01-21,10:00,3,1,Bandra,Worli,49,25,High,No,09:00
2021-10-11,02:00,0,10,Malad,Lower Parel,15,0,Low,No,02:00
2021-11-25,19:00,3,11,Dadar,Nariman Point,85,25,High,No,18:00
2021-10-05,02:15,1,10,Thane,Kurla,25,2,Low,No,02:15
2021-03-23,13:30,1,3,Dadar,Nariman Point,50,6,Medium,No,13:30
2022-04-08,23:00,4,4,Malad,Lower Parel,23,20,Medium,No,23:00
2020-10-01,23:30,3,10,Powai,Andheri,43,8,Medium,No,23:30
2020-05-14,01:15,3,5,Powai,Andheri,25,3,Low,No,01:15
2021-04-20,10:15,1,4,Dadar,Nariman Point,57,38,Very High,No,09:15
2020-07-31,05:15,4,7,Vasai,Virar,46,10,Medium,No,05:15
2022-08-17,19:30,2,8,Andheri,BKC,65,43,Very High,No,18:30
2022-04-26,05:00,1,4,Borivali,Churchgate,46,16,Medium,No,05:00
2022-07-25,13:30,0,7,Malad,Lower Parel,44,19,Medium,No,13:30
2020-08-28,19:45,4,8,Powai,Andheri,78,47,Very High,No,18:45
2022-09-09,18:30,4,9,Vasai,Virar,58,35,High,No,17:30
2022-02-18,09:15,4,2,Borivali,Churchgate,65,35,High,No,08:15
2022-07-25,09:00,0,7,Borivali,Churchgate,60,44,High,No,08:00
2021-05-31,17:45,0,5,Powai,Andheri,65,45,Very High,No,16:45
2020-01-26,09:15,6,1,Borivali,Churchgate,51,21,Low,No,09:15
2021-10-13,10:15,2,10,Bandra,Worli,77,25,Very High,No,09:15
2022-01-06,01:30,3,1,Navi Mumbai,CST,19,1,Low,No,01:30
2020-03-24,15:30,1,3,Kandivali,Goregaon,34,10,Low,No,15:30
2022-07-17,21:45,6,7,Bandra,Worli,16,12,Low,No,21:45
2020-01-31,19:30,4,1,Thane,Kurla,79,25,High,No,18:30
2022-03-28,10:45,0,3,Thane,Kurla,53,32,High,No,09:45
2020-02-17,12:45,0,2,Powai,Andheri,24,6,Medium,No,12:45
2020-09-20,19:45,6,9,Bandra,Worli,43,16,High,No,18:45
2021-05-28,20:00,4,5,Dadar,Nariman Point,70,49,Very High,No,19:00
2021-12-06,18:15,0,12,Andheri,BKC,64,45,Very High,No,17:15
2021-02-22,20:15,0,2,Navi Mumbai,CST,123,73,Very High,Yes,19:15
2021-03-05,06:15,4,3,Kandivali,Goregaon,25,10,Low,No,06:15
2020-09-11,01:45,4,9,Kandivali,Goregaon,16,5,Low,No,01:45
2022-04-10,17:15,6,4,Malad,Lower Parel,48,24,High,No,16:15
2021-05-03,00:15,0,5,Dadar,Nariman Point,17,5,Low,No,00:15
2022-07-02,00:30,5,7,Malad,Lower Parel,29,1,Low,Yes,00:30
2020-09-11,10:45,4,9,Bandra,Worli,47,25,High,No,09:45
2021-11-11,20:00,3,11,Navi Mumbai,CST,68,47,High,No,19:00
2021-05-11,17:00,1,5,Borivali,Churchgate,93,25,High,No,16:00
2022-03-14,11:00,0,3,Thane,Kurla,44,20,Medium,No,11:00
2020-08-21,16:30,4,8,Dadar,Nariman Point,44,17,Medium,No,16:30
2021-04-04,22:00,6,4,Kandivali,Goregaon,17,10,Low,No,22:00
2021-02-08,11:00,0,2,Bandra,Worli,44,27,Medium,Yes,11:00
2020-03-04,14:45,2,3,Andheri,BKC,33,15,Medium,Yes,14:45
2020-06-24,04:15,2,6,Malad,Lower Parel,17,0,Low,No,04:15
2022-05-06,20:00,4,5,Navi Mumbai,CST,77,33,Very High,No,19:00
2021-05-18,01:45,1,5,Malad,Lower Parel,17,0,Low,No,01:45
2022-05-20,04:45,4,5,Kandivali,Goregaon,21,0,Low,No,04:45
2022-08-11,04:30,3,8,Malad,Lower Parel,26,0,Low,Yes,04:30
2021-11-23,08:15,1,11,Powai,Andheri,87,40,Very High,No,07:15
2022-09-01,05:45,3,9,Navi Mumbai,CST,49,11,Medium,No,05:45
2020-01-18,19:00,5,1,Malad,Lower Parel,52,23,Low,No,19:00
2020-02-02,17:30,6,2,Kandivali,Goregaon,54,22,High,No,16:30
2020-10-09,08:15,4,10,Thane,Kurla,90,36,Very High,No,07:15
2022-09-24,13:30,5,9,Powai,Andheri,23,5,Medium,No,13:30
2022-08-12,22:30,4,8,Thane,Kurla,28,7,Low,No,22:30
2021-06-08,04:15,1,6,Malad,Lower Parel,36,1,Low,Yes,04:15
2021-09-19,06:15,6,9,Andheri,BKC,20,11,Medium,No,06:15
2020-04-19,02:00,6,4,Powai,Andheri,16,3,Low,No,02:00
2022-08-15,08:45,0,8,Borivali,Churchgate,53,25,High,No,07:45
2022-01-01,12:15,5,1,Dadar,Nariman Point,20,12,Low,No,12:15
2020-10-30,09:30,4,10,Bandra,Worli,69,35,Very High,No,08:30
2022-07-30,17:00,5,7,Kandivali,Goregaon,52,19,Low,No,17:00
2021-09-05,04:15,6,9,Kandivali,Goregaon,15,1,Low,Yes,04:15
2022-05-19,00:15,3,5,Vasai,Virar,19,5,Low,No,00:15
2021-06-26,22:15,5,6,Dadar,Nariman Point,22,7,Medium,No,22:15
2021-04-17,20:30,5,4,Dadar,Nariman Point,72,24,Low,No,20:30
2021-11-21,11:15,6,11,Bandra,Worli,36,4,Medium,No,11:15
2020-03-30,16:45,0,3,Kandivali,Goregaon,40,9,Medium,No,16:45
2020-06-25,06:30,3,6,Dadar,Nariman Point,31,10,Medium,No,06:30
2021-06-01,11:00,1,6,Thane,Kurla,42,9,Low,No,11:00
2021-07-25,04:15,6,7,Malad,Lower Parel,19,1,Low,Yes,04:15
2022-03-07,16:15,0,3,Bandra,Worli,36,18,Low,No,16:15
2020-10-18,09:30,6,10,Navi Mumbai,CST,52,36,High,Yes,08:30
2021-05-03,23:00,0,5,Navi Mumbai,CST,45,13,Low,No,23:00
2022-08-21,22:45,6,8,Bandra,Worli,21,5,Medium,No,22:45
2020-12-29,02:15,1,12,Vasai,Virar,25,2,Low,No,02:15
2021-06-28,08:00,0,6,Dadar,Nariman Point,80,39,High,Yes,07:00
2021-08-07,10:15,5,8,Navi Mumbai,CST,66,24,High,Yes,09:15
2021-10-07,22:00,3,10,Kandivali,Goregaon,37,15,Medium,No,22:00
2021-06-20,11:30,6,6,Vasai,Virar,41,10,Medium,Yes,11:30
2020-05-14,04:15,3,5,Borivali,Churchgate,15,2,Low,No,04:15
2022-05-12,05:45,3,5,Navi Mumbai,CST,23,13,Medium,No,05:45
2021-05-19,14:30,2,5,Dadar,Nariman Point,38,8,Medium,No,14:30
2020-03-05,06:30,3,3,Borivali,Churchgate,35,5,Low,No,06:30
2021-06-17,09:00,3,6,Dadar,Nariman Point,75,20,Very High,No,08:00
2022-04-28,21:45,3,4,Navi Mumbai,CST,24,16,Medium,No,21:45
2020-08-04,03:45,1,8,Thane,Kurla,21,1,Low,No,03:45
2021-12-25,18:30,5,12,Bandra,Worli,76,22,High,No,17:30
2021-10-31,12:30,6,10,Navi Mumbai,CST,25,9,Medium,No,12:30
2021-12-28,20:00,1,12,Andheri,BKC,72,25,Very High,No,19:00
2022-08-07,03:45,6,8,Bandra,Worli,27,0,Low,Yes,03:45
2020-07-23,01:15,3,7,Andheri,BKC,23,4,Low,No,01:15
2021-07-21,09:30,2,7,Kandivali,Goregaon,92,46,High,Yes,08:30
2022-06-26,00:00,6,6,Thane,Kurla,12,0,Low,No,00:00
2021-08-21,11:30,5,8,Malad,Lower Parel,39,10,Medium,No,11:30
2021-01-16,00:30,5,1,Vasai,Virar,16,2,Low,No,00:30
2022-05-05,15:30,3,5,Vasai,Virar,39,15,Medium,No,15:30
2020-12-14,11:15,0,12,Kandivali,Goregaon,36,14,Medium,No,11:15
2020-07-30,22:45,3,7,Kandivali,Goregaon,55,10,Medium,Yes,22:45
2021-08-09,15:30,0,8,Kandivali,Goregaon,38,18,Medium,No,15:30
2021-05-10,02:00,0,5,Malad,Lower Parel,29,0,Low,No,02:00
2022-05-01,23:30,6,5,Vasai,Virar,34,11,Medium,No,23:30
2020-09-02,20:30,2,9,Malad,Lower Parel,63,35,High,No,19:30
2021-09-19,08:45,6,9,Thane,Kurla,71,22,Low,No,08:45
2021-12-23,18:15,3,12,Kandivali,Goregaon,86,39,Very High,No,17:15
2021-02-18,02:30,3,2,Dadar,Nariman Point,15,0,Low,No,02:30
2022-04-09,13:15,5,4,Andheri,BKC,36,10,Low,No,13:15
2021-07-10,18:15,5,7,Malad,Lower Parel,51,15,High,No,17:15
2020-12-18,23:45,4,12,Kandivali,Goregaon,35,15,Medium,No,23:45
2020-12-06,17:15,6,12,Navi Mumbai,CST,48,24,High,No,16:15
2022-08-07,08:30,6,8,Powai,Andheri,59,30,High,Yes,07:30
2020-08-02,02:30,6,8,Kandivali,Goregaon,26,4,Low,Yes,02:30
2021-12-18,16:30,5,12,Malad,Lower Parel,32,7,Low,No,16:30
2020-05-02,07:30,5,5,Andheri,BKC,21,4,Low,No,07:30
2021-06-09,19:00,2,6,Andheri,BKC,68,40,Very High,No,18:00
2021-05-05,17:45,2,5,Bandra,Worli,79,27,High,No,16:45
2021-01-16,19:30,5,1,Bandra,Worli,49,25,Low,No,19:30
2022-01-27,00:15,3,1,Kandivali,Goregaon,26,1,Low,No,00:15
2020-07-15,21:30,2,7,Vasai,Virar,45,22,Medium,Yes,21:30
2021-12-28,00:00,1,12,Andheri,BKC,20,4,Low,No,00:00
2022-07-22,00:30,4,7,Vasai,Virar,29,2,Low,No,00:30
2022-05-27,12:15,4,5,Kandivali,Goregaon,36,12,Medium,No,12:15
2021-12-18,00:15,5,12,Thane,Kurla,20,0,Low,No,00:15
2020-07-05,17:15,6,7,Navi Mumbai,CST,42,26,Low,No,17:15
2021-03-17,05:30,2,3,Borivali,Churchgate,21,19,Medium,No,05:30
2020-02-13,01:00,3,2,Navi Mumbai,CST,28,5,Low,No,01:00
2021-12-24,14:15,4,12,Bandra,Worli,32,15,Medium,No,14:15
2020-11-17,21:45,1,11,Kandivali,Goregaon,36,18,Low,No,21:45
2020-09-25,01:15,4,9,Malad,Lower Parel,15,0,Low,No,01:15
2020-10-13,11:00,1,10,Vasai,Virar,41,13,Medium,No,11:00
2022-01-15,21:00,5,1,Vasai,Virar,27,8,Low,No,21:00
2021-02-24,13:30,2,2,Powai,Andheri,21,6,Low,No,13:30
2021-12-30,00:45,3,12,Borivali,Churchgate,27,0,Low,No,00:45
2020-12-28,10:30,0,12,Navi Mumbai,CST,53,22,Very High,No,09:30
2020-10-09,19:45,4,10,Andheri,BKC,75,36,Very High,No,18:45
2021-10-13,02:00,2,10,Borivali,Churchgate,25,5,Low,No,02:00
2022-09-02,05:00,4,9,Bandra,Worli,22,18,Medium,No,05:00
2022-05-31,09:30,1,5,Kandivali,Goregaon,82,24,Very High,No,08:30
2021-01-04,15:30,0,1,Navi Mumbai,CST,28,9,Medium,No,15:30
2021-03-12,08:45,4,3,Powai,Andheri,86,24,High,No,07:45
2020-09-05,19:30,5,9,Vasai,Virar,47,19,High,No,18:30
2021-02-16,00:30,1,2,Malad,Lower Parel,23,5,Low,No,00:30
2020-12-25,09:15,4,12,Borivali,Churchgate,72,38,Very High,No,08:15
2022-02-19,21:15,5,2,Andheri,BKC,23,3,Medium,No,21:15
2021-05-15,11:00,5,5,Bandra,Worli,39,11,Medium,No,11:00
2021-08-15,06:15,6,8,Malad,Lower Parel,18,4,Medium,No,06:15
2020-05-03,07:15,6,5,Thane,Kurla,28,8,Medium,No,07:15
2020-06-06,00:45,5,6,Andheri,BKC,18,3,Low,Yes,00:45
2021-09-27,02:00,0,9,Powai,Andheri,22,7,Low,Yes,02:00
2020-01-02,11:30,3,1,Kandivali,Goregaon,38,16,Medium,No,11:30
2021-03-04,18:00,3,3,Navi Mumbai,CST,80,44,High,No,17:00
2020-02-15,10:30,5,2,Vasai,Virar,50,24,High,No,09:30
2020-10-22,06:30,3,10,Malad,Lower Parel,32,21,Low,Yes,06:30
2020-01-25,21:45,5,1,Powai,Andheri,33,11,Medium,No,21:45
2021-02-28,01:45,6,2,Andheri,BKC,12,0,Low,No,01:45
2022-02-26,08:30,5,2,Andheri,BKC,56,27,High,No,07:30
2022-07-11,01:30,0,7,Borivali,Churchgate,39,3,Low,Yes,01:30
2021-12-29,13:30,2,12,Dadar,Nariman Point,40,10,Low,No,13:30
2020-03-23,03:45,0,3,Thane,Kurla,15,0,Low,No,03:45
2022-06-07,10:30,1,6,Powai,Andheri,78,40,High,No,09:30
2021-10-19,09:00,1,10,Thane,Kurla,102,55,Very High,Yes,08:00
2021-09-07,07:30,1,9,Dadar,Nariman Point,32,22,Medium,Yes,07:30
