parking_lot_name,area,total_capacity,occupied_spots,available_spots,occupancy_percentage,date,time,latitude,longitude,price_per_hour,status
Dadar Station Parking,Dadar,250,28,222,11.3,2022-03-25,04:45,19.017687542064564,72.84811610984417,50,Available
BKC Parking Complex,BKC,500,468,32,93.8,2020-09-19,13:15,19.060502385567364,72.86467733518477,40,Available
Thane Station Parking,Thane,300,282,18,94.2,2022-04-21,11:45,19.185379471256425,72.97107629607582,40,Available
R City Mall Parking,Ghatkopar,550,354,196,64.5,2020-04-05,08:15,19.085048612434107,72.90905075642131,30,Available
R City Mall Parking,Ghatkopar,550,398,152,72.5,2020-11-05,12:30,19.08573724914885,72.90903468791527,20,Available
Infiniti Mall Parking,Andheri,450,177,273,39.5,2020-09-26,23:45,19.13679065041685,72.82917807954536,60,Available
Infiniti Mall Parking,Andheri,450,16,434,3.8,2020-10-05,01:30,19.13592012126015,72.83032405401232,20,Available
Oberoi Mall Parking,Goregaon,600,523,77,87.3,2020-06-16,12:30,19.154972520832967,72.84993390796555,50,Available
Phoenix Palladium Parking,Lower Parel,800,51,749,6.4,2021-11-15,05:00,18.993651696343456,72.82605756446823,20,Available
BKC Parking Complex,BKC,500,249,251,49.9,2020-02-07,06:00,19.06057323069351,72.86501719358061,30,Available
Thane Station Parking,Thane,300,155,145,51.8,2020-07-28,08:00,19.18673937388022,72.96980160306556,40,Available
Phoenix Palladium Parking,Lower Parel,800,108,692,13.5,2022-07-20,03:45,18.992700985749252,72.82717042319746,30,Available
Inorbit Mall Parking,Malad,700,668,32,95.4,2022-05-14,15:00,19.172845350910297,72.84763574698196,30,Available
Andheri Metro Parking,Andheri,200,193,7,96.7,2022-06-16,20:30,19.119737991997145,72.84802788977802,60,Limited
Infiniti Mall Parking,Andheri,450,184,266,41.0,2020-08-10,21:45,19.136204279920825,72.83003481880344,40,Available
Thane Station Parking,Thane,300,271,29,90.4,2022-04-22,15:15,19.185837279646314,72.97072644821154,80,Available
Oberoi Mall Parking,Goregaon,600,252,348,42.0,2021-01-31,09:30,19.15342603666516,72.84919693288961,20,Available
Seawoods Grand Central,Navi Mumbai,400,39,361,9.8,2020-05-10,01:30,19.019280436796826,73.01646189962837,40,Available
Phoenix Palladium Parking,Lower Parel,800,647,153,81.0,2021-04-01,11:00,18.9941370600327,72.82657482847532,80,Available
Infiniti Mall Parking,Andheri,450,182,268,40.5,2021-03-10,22:45,19.135894534018423,72.82940532987982,60,Available
Infiniti Mall Parking,Andheri,450,23,427,5.3,2020-09-07,00:30,19.13615258803577,72.82902150834128,80,Available
Infiniti Mall Parking,Andheri,450,137,313,30.5,2021-12-24,23:15,19.135734329953657,72.82917071637101,80,Available
BKC Parking Complex,BKC,500,235,265,47.0,2021-02-16,22:00,19.059631461247164,72.8648088455605,30,Available
Infiniti Mall Parking,Andheri,450,364,86,80.9,2021-07-08,12:45,19.136582723167088,72.82922418142029,60,Available
Seawoods Grand Central,Navi Mumbai,400,301,99,75.4,2021-01-09,14:15,19.019791406892683,73.01633599123511,60,Available
Infiniti Mall Parking,Andheri,450,236,214,52.5,2021-07-15,09:30,19.136137052345763,72.83015678238466,50,Available
R City Mall Parking,Ghatkopar,550,77,473,14.0,2021-06-06,02:30,19.085906165306383,72.9076220693316,60,Available
Phoenix Palladium Parking,Lower Parel,800,685,115,85.7,2022-07-21,12:00,18.994165414435322,72.8272075915802,50,Available
BKC Parking Complex,BKC,500,399,101,79.8,2021-03-15,14:30,19.059897631383162,72.86524435282143,30,Available
BKC Parking Complex,BKC,500,255,245,51.2,2021-06-24,09:45,19.060390993918727,72.8654937841505,80,Available
BKC Parking Complex,BKC,500,248,252,49.8,2021-10-07,23:45,19.059683538942277,72.86548469469275,30,Available
Thane Station Parking,Thane,300,164,136,54.7,2022-02-18,22:15,19.185668320863652,72.97146874067384,50,Available
Thane Station Parking,Thane,300,37,263,12.6,2022-02-25,04:30,19.185596673853592,72.96977138221547,50,Available
Dadar Station Parking,Dadar,250,26,224,10.6,2022-03-03,05:15,19.017817934908646,72.84721328737906,50,Available
Infiniti Mall Parking,Andheri,450,426,24,94.8,2021-12-23,19:00,19.135535505900847,72.82939920407908,40,Available
Thane Station Parking,Thane,300,205,95,68.5,2022-06-21,12:00,19.186206862042763,72.97145954986483,20,Available
Infiniti Mall Parking,Andheri,450,310,140,69.0,2020-08-26,12:30,19.136405601056655,72.83020487018348,40,Available
Phoenix Palladium Parking,Lower Parel,800,312,488,39.1,2022-06-23,09:45,18.993354373052295,72.82581011944382,40,Available
R City Mall Parking,Ghatkopar,550,297,253,54.1,2022-04-16,06:45,19.085670691139935,72.9086002033135,30,Available
BKC Parking Complex,BKC,500,165,335,33.2,2021-08-13,09:30,19.05948470988796,72.86629563847355,50,Available
Phoenix Palladium Parking,Lower Parel,800,16,784,2.1,2021-06-16,00:00,18.994475625098357,72.82550923061811,80,Available
BKC Parking Complex,BKC,500,373,127,74.7,2022-08-17,13:30,19.060021485372438,72.8662682894787,50,Available
Oberoi Mall Parking,Goregaon,600,86,514,14.4,2020-02-19,01:15,19.155146843852606,72.84925681599333,60,Available
Thane Station Parking,Thane,300,37,263,12.4,2022-09-10,02:15,19.185681611287215,72.9715943531773,30,Available
Inorbit Mall Parking,Malad,700,440,260,62.9,2020-03-31,06:45,19.17169834705042,72.84838929447861,60,Available
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2020-09-13,18:15,18.993749027771656,72.8258384131335,20,Limited
Phoenix Palladium Parking,Lower Parel,800,316,484,39.6,2022-01-28,09:45,18.993690463490633,72.82629451061732,80,Available
Seawoods Grand Central,Navi Mumbai,400,125,275,31.3,2021-01-29,16:45,19.01940222713801,73.01732689610243,80,Available
BKC Parking Complex,BKC,500,24,476,5.0,2020-10-12,02:00,19.060547429250587,72.86535517630436,60,Available
Seawoods Grand Central,Navi Mumbai,400,157,243,39.3,2021-12-28,23:00,19.019663884168917,73.0177214980962,20,Available
Seawoods Grand Central,Navi Mumbai,400,258,142,64.6,2021-08-13,07:00,19.020109124945773,73.01628534601589,80,Available
R City Mall Parking,Ghatkopar,550,39,511,7.2,2022-03-10,02:15,19.08471473063302,72.90773078620441,50,Available
Andheri Metro Parking,Andheri,200,21,179,10.9,2022-04-13,05:30,19.119896694407252,72.84725975694383,30,Available
R City Mall Parking,Ghatkopar,550,58,492,10.5,2022-03-05,04:30,19.08572184438749,72.90836722169435,80,Available
Seawoods Grand Central,Navi Mumbai,400,304,96,76.0,2021-11-03,13:15,19.020084460686427,73.01779599550281,20,Available
Andheri Metro Parking,Andheri,200,74,126,37.5,2020-11-22,07:00,19.12048840968868,72.84744983342706,80,Available
Thane Station Parking,Thane,300,256,44,85.5,2020-03-06,20:45,19.187125652715412,72.97090264699429,60,Available
Phoenix Palladium Parking,Lower Parel,800,792,8,99.0,2021-07-04,12:45,18.994222609023033,72.82666629883035,80,Limited
BKC Parking Complex,BKC,500,449,51,89.9,2022-01-25,18:45,19.058883503026276,72.86505804095606,20,Available
Thane Station Parking,Thane,300,123,177,41.3,2020-10-13,21:30,19.185618647696376,72.97074261197531,20,Available
Inorbit Mall Parking,Malad,700,625,75,89.3,2021-09-01,14:00,19.171890499320508,72.84734755229582,60,Available
Phoenix Palladium Parking,Lower Parel,800,552,248,69.1,2020-02-22,23:15,18.994193404759354,72.82696056647282,40,Available
Oberoi Mall Parking,Goregaon,600,16,584,2.8,2020-02-19,00:15,19.155157051144567,72.84958847253401,20,Available
Dadar Station Parking,Dadar,250,200,50,80.2,2022-03-13,11:30,19.016906175363413,72.84685098420259,30,Available
Phoenix Palladium Parking,Lower Parel,800,132,668,16.5,2021-04-25,00:45,18.994193294358205,72.82546888485886,80,Available
Infiniti Mall Parking,Andheri,450,239,211,53.3,2021-01-14,21:30,19.136481839681178,72.8302171458674,30,Available
Oberoi Mall Parking,Goregaon,600,301,299,50.3,2022-04-17,07:15,19.154901924443664,72.85009495452772,50,Available
BKC Parking Complex,BKC,500,26,474,5.3,2021-08-28,03:30,19.060480603420267,72.86604987370758,60,Available
Thane Station Parking,Thane,300,286,14,95.4,2022-03-23,18:30,19.18626240069587,72.97136359455547,60,Available
Phoenix Palladium Parking,Lower Parel,800,689,111,86.1,2022-07-12,12:45,18.993881486434645,72.82643087811608,40,Available
Oberoi Mall Parking,Goregaon,600,250,350,41.7,2021-09-20,06:15,19.154835994997573,72.85001550197353,30,Available
Dadar Station Parking,Dadar,250,17,233,6.9,2020-03-09,05:15,19.018110864015117,72.84879874066914,20,Available
R City Mall Parking,Ghatkopar,550,251,299,45.8,2022-06-15,06:15,19.086461980204124,72.90721830558901,30,Available
Dadar Station Parking,Dadar,250,7,243,3.0,2020-07-04,03:00,19.017669548781186,72.847674763455,40,Available
Dadar Station Parking,Dadar,250,234,16,93.9,2022-05-18,18:45,19.017032761615656,72.84829122154494,30,Available
R City Mall Parking,Ghatkopar,550,536,14,97.6,2020-08-10,18:15,19.085766493253235,72.90763495332628,50,Available
Andheri Metro Parking,Andheri,200,162,38,81.4,2020-08-21,17:45,19.11985285530497,72.84874866534024,60,Available
Infiniti Mall Parking,Andheri,450,331,119,73.7,2020-06-25,11:00,19.136248200148522,72.82918043839933,80,Available
R City Mall Parking,Ghatkopar,550,517,33,94.0,2020-01-30,14:00,19.084718581711382,72.90782402585934,30,Available
Seawoods Grand Central,Navi Mumbai,400,396,4,99.0,2020-11-21,20:30,19.01911283445454,73.01606862749698,50,Limited
Dadar Station Parking,Dadar,250,20,230,8.1,2021-01-05,01:45,19.018543503444764,72.84697963299453,60,Available
Seawoods Grand Central,Navi Mumbai,400,250,150,62.5,2020-05-21,06:00,19.020501829894982,73.01599047410703,50,Available
Inorbit Mall Parking,Malad,700,642,58,91.8,2021-04-29,15:00,19.172216560709394,72.84762556269096,60,Available
R City Mall Parking,Ghatkopar,550,48,502,8.9,2020-04-22,05:45,19.085034481275596,72.90866107057303,20,Available
Dadar Station Parking,Dadar,250,233,17,93.3,2020-12-03,20:45,19.017529193201188,72.84712812083151,50,Available
Dadar Station Parking,Dadar,250,92,158,37.0,2020-03-26,23:15,19.017784231672504,72.84816233355738,40,Available
Dadar Station Parking,Dadar,250,169,81,67.7,2021-12-10,11:30,19.018183740066316,72.84787850528814,40,Available
Seawoods Grand Central,Navi Mumbai,400,396,4,99.0,2022-05-28,18:45,19.02059110885244,73.01640915463226,80,Limited
Seawoods Grand Central,Navi Mumbai,400,314,86,78.7,2021-02-02,20:30,19.020309716318966,73.01722381912289,20,Available
Dadar Station Parking,Dadar,250,14,236,5.9,2021-10-30,03:15,19.01698379889156,72.84752954080535,60,Available
Andheri Metro Parking,Andheri,200,98,102,49.3,2022-04-09,22:45,19.120502335849032,72.84808424362335,30,Available
R City Mall Parking,Ghatkopar,550,377,173,68.7,2021-08-11,15:30,19.084704185563652,72.90784910385347,80,Available
Inorbit Mall Parking,Malad,700,62,638,8.9,2020-04-23,01:00,19.171956232316624,72.84696054706627,60,Available
Andheri Metro Parking,Andheri,200,10,190,5.1,2020-04-24,03:00,19.118895456459807,72.84715335019668,40,Available
Infiniti Mall Parking,Andheri,450,245,205,54.5,2020-06-15,07:45,19.13568691987889,72.8288965471172,80,Available
Phoenix Palladium Parking,Lower Parel,800,532,268,66.5,2020-10-06,10:45,18.992949638272712,72.8258735487813,40,Available
Andheri Metro Parking,Andheri,200,151,49,75.7,2020-10-07,13:15,19.11965872264235,72.84843909095802,60,Available
Dadar Station Parking,Dadar,250,216,34,86.6,2021-04-27,20:00,19.017868604088626,72.84837021733235,80,Available
Oberoi Mall Parking,Goregaon,600,34,566,5.8,2021-02-18,04:45,19.15536923268324,72.84818704634084,40,Available
Oberoi Mall Parking,Goregaon,600,19,581,3.2,2021-11-18,02:00,19.15534934764583,72.84993702373148,30,Available
R City Mall Parking,Ghatkopar,550,53,497,9.8,2020-10-31,01:45,19.08508840134142,72.9089122128077,40,Available
R City Mall Parking,Ghatkopar,550,343,207,62.4,2021-05-20,09:00,19.085442495817666,72.90726468301129,60,Available
Inorbit Mall Parking,Malad,700,386,314,55.2,2020-05-24,09:15,19.17218085959727,72.84870849083983,30,Available
Andheri Metro Parking,Andheri,200,192,8,96.2,2021-12-12,17:30,19.119708391291,72.84833389847206,30,Limited
Thane Station Parking,Thane,300,170,130,56.9,2022-05-20,07:45,19.18566264975341,72.97143836137309,20,Available
R City Mall Parking,Ghatkopar,550,203,347,37.0,2021-04-05,08:00,19.08507600328003,72.90727669426832,60,Available
R City Mall Parking,Ghatkopar,550,544,6,99.0,2020-07-05,11:00,19.08513655538558,72.90795656928387,40,Limited
BKC Parking Complex,BKC,500,85,415,17.0,2022-06-26,00:30,19.05979481545803,72.86540753877388,50,Available
Dadar Station Parking,Dadar,250,35,215,14.0,2020-08-15,00:15,19.017439236781172,72.8481723252842,40,Available
Inorbit Mall Parking,Malad,700,614,86,87.8,2020-06-15,18:15,19.172436664474727,72.84800461802043,50,Available
Dadar Station Parking,Dadar,250,202,48,81.0,2021-11-02,12:00,19.018784353773363,72.84856025711936,50,Available
Inorbit Mall Parking,Malad,700,589,111,84.3,2021-03-11,14:45,19.17290798339279,72.84813396840812,40,Available
BKC Parking Complex,BKC,500,330,170,66.1,2021-01-01,11:00,19.058886923376072,72.86479093516668,30,Available
BKC Parking Complex,BKC,500,344,156,68.8,2022-01-08,21:45,19.059860208938936,72.86547841544707,30,Available
Infiniti Mall Parking,Andheri,450,156,294,34.9,2020-08-17,22:30,19.136058289873972,72.82915195703565,50,Available
Inorbit Mall Parking,Malad,700,580,120,83.0,2020-02-03,13:15,19.17142557592384,72.8472786254592,60,Available
Inorbit Mall Parking,Malad,700,98,602,14.0,2020-08-18,01:30,19.17307031190126,72.8471107272649,30,Available
Seawoods Grand Central,Navi Mumbai,400,18,382,4.7,2020-11-21,03:45,19.01946658471255,73.01613458708377,40,Available
R City Mall Parking,Ghatkopar,550,198,352,36.1,2021-06-21,06:00,19.086576968608213,72.90870539981152,20,Available
Thane Station Parking,Thane,300,242,58,80.7,2021-10-26,12:15,19.18552128144686,72.97051546345048,20,Available
Phoenix Palladium Parking,Lower Parel,800,420,380,52.6,2020-02-16,21:30,18.994206271484973,72.82691907735743,50,Available
Phoenix Palladium Parking,Lower Parel,800,21,779,2.7,2022-02-26,03:00,18.992517673343013,72.82608783306303,30,Available
Dadar Station Parking,Dadar,250,197,53,79.1,2021-08-02,12:45,19.018076084078544,72.84864407795898,50,Available
Thane Station Parking,Thane,300,33,267,11.3,2022-03-06,00:15,19.186792224636083,72.97041607057221,60,Available
BKC Parking Complex,BKC,500,313,187,62.7,2020-02-02,23:00,19.058897396423376,72.86547958409841,50,Available
Seawoods Grand Central,Navi Mumbai,400,252,148,63.0,2021-09-25,16:30,19.019414164168598,73.0177209768475,40,Available
Seawoods Grand Central,Navi Mumbai,400,377,23,94.4,2022-04-29,19:15,19.02036314979291,73.01741882641707,40,Available
Inorbit Mall Parking,Malad,700,233,467,33.4,2022-06-21,22:45,19.172178247630157,72.84861689680588,50,Available
BKC Parking Complex,BKC,500,42,458,8.4,2021-02-19,05:00,19.059170065511594,72.86527070312263,40,Available
BKC Parking Complex,BKC,500,213,287,42.7,2022-07-08,16:45,19.060045782771688,72.86627598772345,20,Available
Inorbit Mall Parking,Malad,700,539,161,77.0,2021-12-13,15:15,19.172230190979395,72.84763607928551,50,Available
Inorbit Mall Parking,Malad,700,428,272,61.2,2020-08-23,16:45,19.17328462142561,72.84869289411863,40,Available
Seawoods Grand Central,Navi Mumbai,400,151,249,37.8,2022-03-21,07:00,19.020534222254263,73.01668398814346,60,Available
Phoenix Palladium Parking,Lower Parel,800,309,491,38.7,2021-12-30,16:15,18.99349948843879,72.8272599902154,20,Available
Oberoi Mall Parking,Goregaon,600,508,92,84.7,2020-08-28,12:15,19.154361647539453,72.84989246000815,60,Available
Infiniti Mall Parking,Andheri,450,28,422,6.3,2021-08-28,04:30,19.13616484414286,72.82902499849783,40,Available
Dadar Station Parking,Dadar,250,169,81,67.8,2022-03-01,14:30,19.018383826932325,72.84792938300805,20,Available
BKC Parking Complex,BKC,500,399,101,79.9,2021-03-18,15:45,19.05894665425581,72.86611435002774,60,Available
Oberoi Mall Parking,Goregaon,600,502,98,83.7,2022-07-07,14:15,19.154472488691788,72.84915267687906,60,Available
Andheri Metro Parking,Andheri,200,190,10,95.1,2020-04-24,17:45,19.120491299430437,72.84760608520756,80,Limited
BKC Parking Complex,BKC,500,37,463,7.5,2021-05-26,03:00,19.060007343256807,72.86629673677712,30,Available
Dadar Station Parking,Dadar,250,141,109,56.8,2020-09-17,23:30,19.017362296493886,72.84857539071365,50,Available
Phoenix Palladium Parking,Lower Parel,800,476,324,59.6,2020-03-03,22:30,18.993727283673635,72.82632071263355,80,Available
Infiniti Mall Parking,Andheri,450,421,29,93.6,2022-01-15,15:45,19.13583449198006,72.83054205749417,50,Available
BKC Parking Complex,BKC,500,235,265,47.0,2022-06-13,21:30,19.058782537330963,72.86498951323551,20,Available
Andheri Metro Parking,Andheri,200,6,194,3.0,2022-09-04,02:45,19.119769441715352,72.84799487361525,50,Available
Infiniti Mall Parking,Andheri,450,52,398,11.7,2021-05-01,01:00,19.136996954119255,72.82922903447741,40,Available
Inorbit Mall Parking,Malad,700,492,208,70.3,2021-01-24,09:15,19.173228373142468,72.84755134605231,40,Available
Dadar Station Parking,Dadar,250,215,35,86.1,2022-03-30,17:30,19.01874031615999,72.84806416735937,20,Available
Dadar Station Parking,Dadar,250,38,212,15.4,2020-03-15,02:30,19.017127391878173,72.84788187727547,40,Available
Seawoods Grand Central,Navi Mumbai,400,59,341,15.0,2021-06-14,04:15,19.019256149701988,73.01786609660479,50,Available
R City Mall Parking,Ghatkopar,550,544,6,99.0,2022-08-20,18:15,19.084798209848923,72.9071158022134,80,Limited
Oberoi Mall Parking,Goregaon,600,191,409,31.9,2021-09-23,09:00,19.155018424936923,72.84831811779402,30,Available
Oberoi Mall Parking,Goregaon,600,367,233,61.2,2021-05-26,07:15,19.154732691461486,72.84926370658262,60,Available
Oberoi Mall Parking,Goregaon,600,456,144,76.1,2021-02-12,17:30,19.15357020847066,72.84819702663286,50,Available
Andheri Metro Parking,Andheri,200,72,128,36.4,2020-01-21,22:00,19.119872607848663,72.84859221181486,80,Available
Inorbit Mall Parking,Malad,700,446,254,63.8,2022-05-30,08:00,19.17320918471487,72.84750184496664,20,Available
Andheri Metro Parking,Andheri,200,186,14,93.1,2021-09-22,15:15,19.118838304818674,72.8482642590443,40,Available
Phoenix Palladium Parking,Lower Parel,800,720,80,90.0,2022-08-25,20:45,18.993308897276044,72.82621148216138,50,Available
Oberoi Mall Parking,Goregaon,600,224,376,37.4,2022-03-08,23:15,19.155317469521883,72.84840349481993,50,Available
Dadar Station Parking,Dadar,250,8,242,3.5,2020-10-17,04:30,19.016906474840745,72.84829685749597,40,Available
Thane Station Parking,Thane,300,125,175,41.9,2020-06-23,21:15,19.18729241877365,72.97016329501535,30,Available
Phoenix Palladium Parking,Lower Parel,800,68,732,8.6,2020-07-15,03:15,18.9928861024896,72.82647271864136,50,Available
R City Mall Parking,Ghatkopar,550,165,385,30.0,2020-12-18,08:45,19.08545857759409,72.9087409236198,30,Available
